food_name_clean,Descriptionen,Foodgroupen,NOVA_step1,Match_reason,NOVA_step2,TFIDF_score,TFIDF_match_name,Match_source,SBERT_score,SBERT_match_name,NOVA_step4,NOVA_final
fruit smoothie with added vitamins eg naked super smoothie protect/energise type,"Fruit smoothie with added vitamins (e.g. Naked, super smoothie, protect/energise type)",Fruit juices e.g. fresh orange juice,,,,0.5271004521508574,,SBERT,0.71635044,fruit smoothie drink made with fruit or fruit juice and dairy products,4,4
cheddar cheese,Cheddar cheese,"Other cheese: edam, cheddar",,,1,0.8735618583644809,cheddar cheese soup,TF-IDF,,,,1
water from tap including hot water filtered water,"Water (from tap, including hot water, filtered water)",Water,1.0,water,,,,Keyword,,,,1.0
water from tap including hot water filtered water,"Water (from tap, including hot water, filtered water)",Water,1.0,water,,,,Keyword,,,,1.0
cheese and tomato pizza eg margherita,Cheese and tomato pizza (e.g. Margherita),Pizza,,,,0.5127958927311378,,SBERT,0.6921035,pizza with cheese and extra vegetables regular crust,1,1
peanut butter smooth,"Peanut butter, smooth",Nuts,,,,0.7885967041332569,,SBERT,0.83113015,peanut butter smooth not wholenut,4,4
chips fried,"Chips, fried",Fried chips,,,,0.6330803275351211,,SBERT,0.73016155,apple fried,2,2
toast white bread,"Toast, white bread",White bread/rolls,,,,0.6543627705315798,,SBERT,0.9340069,bread white toasted,4,4
yellow fruit smoothie eg coconut and mango,Yellow fruit smoothie (e.g. coconut and mango),Fruit juices e.g. fresh orange juice,,,,0.45982244943987166,,SBERT,0.85278934,smoothies yellow purchased with coconut fruit juice blend 1 portion,4,4
water from tap including hot water filtered water,"Water (from tap, including hot water, filtered water)",Water,1.0,water,,,,Keyword,,,,1.0
oreos including supermarket brands,"Oreos, including supermarket brands",Sweet biscuits: excludes full coated biscuits,,,,0.43655607626088677,,SBERT,0.73339635,oreo and supermarket versions only all flavours,4,4
mixed fruit juice drink ready to drink 2549% juice eg capri sun rubicon,"Mixed fruit juice drink, ready to drink, 25-49% juice (e.g. Capri sun, Rubicon)",Other cordials and squashes: excluding low calorie & reduced sugar,,,,0.5830819051624859,,SBERT,0.7875716,mixed fruit juice drink rtd 75 juice nas eg robinson s my 5 capri sun fruit crush,4,4
whole milk boiled,"Whole milk, boiled","Whole milks: includes longlife whole, dried whole & any soya or goats milk",3.0,boiled or mashed,,,,Keyword,,,,3.0
vegetable fingers/nuggets,Vegetable fingers/nuggets,"Vegetable dishes: vegetable curry, vegetable stew",,,,0.6037077242018112,,SBERT,0.69485974,chicken nuggets,4,4
dried strawberries,Dried strawberries,Dried fruit,1.0,raw,,,,Keyword,,,,1.0
red berry fruit smoothie,Red berry fruit smoothie,Fruit juices e.g. fresh orange juice,,,,0.5462489920232821,,SBERT,0.79310435,smoothies red bottled purchased fruit and juice blends,4,4
milk chocolate shapes eg mice/coins,Milk Chocolate shapes (e.g mice/coins),"Chocolate: includes all plain, milk & white chocolate bars & coated bars e.g. caramels & wafers and full coated chocolate biscuits",,,,0.49164161990650135,,SBERT,0.63473296,milk shake homemade or fountain type chocolate,1,1
water from tap including hot water filtered water,"Water (from tap, including hot water, filtered water)",Water,1.0,water,,,,Keyword,,,,1.0
vegetarian meatstyle sausage eg linda mccartney not quorn,"Vegetarian meat-style sausage (e.g. Linda McCartney), not Quorn",Quorn/TVP and dishes,,,,0.6409422924126895,,SBERT,0.753673,vegetarian cornish pasty e g linda mccartney,4,4
potato shapes eg alphabites smilies grilled/baked,"Potato shapes (e.g. Alphabites, Smilies), grilled/baked","Potato products e.g. wedges, waffles, croquettes",,,,0.36607653199399287,,SBERT,0.6529236,potato wedges baked,4,4
corn snacks eg monster munch wotsits transformasnack,"Corn snacks (e.g. Monster Munch, Wotsits, Transform-A-Snack)","Non-potato snacks e.g. pretzels, tortilla crisps",,,,0.8208602135603909,,SBERT,0.88039494,corn based snacks eg monster munch wotsits transform a snack,4,4
chicken goujon/nugget/dipper in breadcrumb or batter,"Chicken goujon/nugget/dipper, in breadcrumb or batter",Chicken/Turkey in breadcrumbs,,,,0.6773678732045874,,SBERT,0.6078828,quorn in breadcrumbs inc nuggets dippers goujons burgers,4,4
whole milk,Whole milk,"Whole milks: includes longlife whole, dried whole & any soya or goats milk",1.0,plain dairy,,,,Keyword,,,,1.0
toast white bread,"Toast, white bread",White bread/rolls,,,,0.6543627705315798,,SBERT,0.9340069,bread white toasted,4,4
banana,Banana,Fresh fruit,,,4,0.894064151916772,banana cooked,TF-IDF,,,,4
water from tap including hot water filtered water,"Water (from tap, including hot water, filtered water)",Water,1.0,water,,,,Keyword,,,,1.0
corn snacks eg monster munch wotsits transformasnack,"Corn snacks (e.g. Monster Munch, Wotsits, Transform-A-Snack)","Non-potato snacks e.g. pretzels, tortilla crisps",,,,0.8208602135603909,,SBERT,0.88039494,corn based snacks eg monster munch wotsits transform a snack,4,4
banana,Banana,Fresh fruit,,,4,0.894064151916772,banana cooked,TF-IDF,,,,4
vegetarian meatstyle sausage eg linda mccartney not quorn,"Vegetarian meat-style sausage (e.g. Linda McCartney), not Quorn",Quorn/TVP and dishes,,,,0.6409422924126895,,SBERT,0.753673,vegetarian cornish pasty e g linda mccartney,4,4
white basmati rice including easycook,White basmati rice (including easy-cook),Rice,,,1,0.9023076139747565,basmati easycook white rice cooked,TF-IDF,,,,1
twister ice lolly,Twister ice lolly,"Ice cream, ice cream desserts and lollies",,,,0.8076278940891579,,SBERT,0.627628,milk ice lollies,4,4
peanut butter no added sugar,"Peanut butter, no added sugar",Nuts,,,,0.768316664323364,,SBERT,0.8563392,peanut butter reduced sugar,3,3
yorkshire pudding shopbought eg aunt bessie,"Yorkshire pudding, shop-bought (e.g. Aunt Bessie)","Cereal based savouries: dumplings, yorkshire puddings",,,,0.5689105998843418,,SBERT,0.6091622,yorkshire pudding made with skimmed milk,3,3
water from tap including hot water filtered water,"Water (from tap, including hot water, filtered water)",Water,1.0,water,,,,Keyword,,,,1.0
mixed fruit juice drink ready to drink 2549% juice eg capri sun rubicon,"Mixed fruit juice drink, ready to drink, 25-49% juice (e.g. Capri sun, Rubicon)",Other cordials and squashes: excluding low calorie & reduced sugar,,,,0.5830819051624859,,SBERT,0.78757167,mixed fruit juice drink rtd 75 juice nas eg robinson s my 5 capri sun fruit crush,4,4
fruit cocktail canned in juice,"Fruit cocktail, canned in juice",Canned/stewed fruit,,,,0.8147032355199175,,SBERT,0.9476826,fruit salad fruit cocktail canned in fruit juice fruit juice,3,3
water from tap including hot water filtered water,"Water (from tap, including hot water, filtered water)",Water,1.0,water,,,,Keyword,,,,1.0
scotch pancake/drop scone,Scotch pancake/drop scone,"Cakes: sweet buns, sweet pastries, fruit scones and custard tart (sweet but not savoury based items)",,,,0.5009548947715398,,SBERT,0.70102537,scotch pancakes,3,3
water from tap including hot water filtered water,"Water (from tap, including hot water, filtered water)",Water,1.0,water,,,,Keyword,,,,1.0
brioche roll with chocolate chips,Brioche roll with chocolate chips,"Cakes: sweet buns, sweet pastries, fruit scones and custard tart (sweet but not savoury based items)",,,,0.7011430112538258,,SBERT,0.8761865,chocolate chip brioche rolls purchased,4,4
banana,Banana,Fresh fruit,,,4,0.894064151916772,banana cooked,TF-IDF,,,,4
whole milk boiled,"Whole milk, boiled","Whole milks: includes longlife whole, dried whole & any soya or goats milk",3.0,boiled or mashed,,,,Keyword,,,,3.0
chips fried,"Chips, fried",Fried chips,,,,0.6330803275351211,,SBERT,0.73016155,apple fried,2,2
banana,Banana,Fresh fruit,,,4,0.894064151916772,banana cooked,TF-IDF,,,,4
whole milk boiled,"Whole milk, boiled","Whole milks: includes longlife whole, dried whole & any soya or goats milk",3.0,boiled or mashed,,,,Keyword,,,,3.0
raspberries,Raspberries,Fresh fruit,,,,0.8474947318762439,,SBERT,0.81220496,dried raspberries,4,4
strawberries,Strawberries,Fresh fruit,1.0,raw,,,,Keyword,,,,1.0
vegetable fingers/nuggets,Vegetable fingers/nuggets,"Vegetable dishes: vegetable curry, vegetable stew",,,,0.6037077242018112,,SBERT,0.69485974,chicken nuggets,4,4
peanut butter no added sugar,"Peanut butter, no added sugar",Nuts,,,,0.768316664323364,,SBERT,0.8563392,peanut butter reduced sugar,3,3
porridge made with whole milk,"Porridge, made with whole milk","Other breakfast cereals: muesli, bran flakes",1.0,plain dairy,,,,Keyword,,,,1.0
lentil dahl/ curry masar daal gravy,Lentil dahl/ curry (Masar daal gravy),"Vegetable dishes: vegetable curry, vegetable stew",,,,0.5686390324499132,,SBERT,0.56527996,stew steak l f gravy veg pota,3,3
whole milk boiled,"Whole milk, boiled","Whole milks: includes longlife whole, dried whole & any soya or goats milk",3.0,boiled or mashed,,,,Keyword,,,,3.0
oven chips,Oven chips,Oven chips,,,,0.7292925211576464,,SBERT,0.75998354,vegetable chips,4,4
water from tap including hot water filtered water,"Water (from tap, including hot water, filtered water)",Water,1.0,water,,,,Keyword,,,,1.0
water from tap including hot water filtered water,"Water (from tap, including hot water, filtered water)",Water,1.0,water,,,,Keyword,,,,1.0
chicken breast marinated homemade,"Chicken breast, marinated, homemade",Chicken/Turkey dishes,3.0,homemade item,,,,Keyword,,,,3.0
water from tap including hot water filtered water,"Water (from tap, including hot water, filtered water)",Water,1.0,water,,,,Keyword,,,,1.0
fanta,Fanta,Other carbonated drinks (not diet),,,,0.0,,SBERT,0.5768172,taramasalata,4,4
potato cutlet fried aloo tikki,"Potato cutlet, fried (Aloo tikki)",White bread/rolls,,,,0.5139290901994653,,SBERT,0.59378976,veal cutlet or steak fried ns as to fat eaten,1,1
kellogg's rice krispies,Kellogg's Rice Krispies,"Other breakfast cereals: muesli, bran flakes",,,4,1.0,rice krispies kellogg s,TF-IDF,,,,4
chocolate brownie without nut,Chocolate brownie (without nut),"Cakes: sweet buns, sweet pastries, fruit scones and custard tart (sweet but not savoury based items)",,,,0.6032172591895897,,SBERT,0.82080597,chocolate brownie no nuts purchased,4,4
blackcurrant squash / juice no added sugar diluted,"Blackcurrant squash / juice, no added sugar, diluted",Cordials & squashes: reduced sugar or low calorie squashes,4.0,sweetened drink,,,,Keyword,,,,4.0
jelly,Jelly,"Non milk based sweet puddings: (excluding yoghurts and canned/stewed fruits) e.g. meringue, cheesecake, gateaux, jelly, fruit pies (pastry), crumble",,,,0.7121990376587233,,SBERT,0.7934586,doughnut jelly,4,4
milk cow’s/dairy type unknown,"Milk, cow’s/dairy, type unknown",Semi-skimmed milks: includes longlife semi-skimmed,,,,0.48349637734057527,,SBERT,0.6214107,yogurt greek style cows natural whole milk,1,1
bread crispy made with wholemeal chapati flour fenugreek leaves and spices methi khakra,"Bread, crispy, made with wholemeal chapati flour, fenugreek leaves and spices (Methi khakra)",White bread/rolls,,,,0.4714271750567447,,SBERT,0.6364137,flour chapati white,3,3
kefir,Kefir,Whole milk yoghurt/fromage frais,,,1,1.0,kefir,TF-IDF,,,,1
oven chips,Oven chips,Oven chips,,,,0.7292925211576464,,SBERT,0.75998354,vegetable chips,4,4
isotonic sport drink eg lucozade isotonic sport drink,"Isotonic sport drink (e.g. Lucozade.
Isotonic sport drink)","Fruit drink, ready to drink (sweetened)e.g. sunny delight, umbongo, five alive",,,,0.8496707242579269,,SBERT,0.8387919,lucozade sport isotonic drink not carbonated,4,4
chapati white,"Chapati, white","Other breads <8g/100g fat: bagel, chapatis (made without fat), milk bread, grilled papadums, pitta, rye bread, soda, flour tortillas, crumpets",,,,0.8434398073340543,,SBERT,0.78145134,flour chapati white,3,3
tomato and cheese based pasta sauce,Tomato and cheese based pasta sauce,"Other vegetables (excluding potato): carrots, green beans, pulses, cabbage, tomato base sauce, mushrooms, sweetcorn, stir fried vegetables, green salad",,,4,0.8969334950770507,pasta sauce tomato based,TF-IDF,,,,4
oven chips,Oven chips,Oven chips,,,,0.7292925211576464,,SBERT,0.75998354,vegetable chips,4,4
chicken tikka masala curry,"Chicken tikka masala, curry",Chicken/Turkey dishes,,,,0.8444027829520465,,SBERT,0.8353529,chicken curry tikka masala ready meal with rice,4,4
kefir,Kefir,Whole milk yoghurt/fromage frais,,,1,1.0,kefir,TF-IDF,,,,1
blackcurrant juice drink ready to drink no added sugar,"Blackcurrant juice drink, ready to drink, no added sugar","Fruit drink, ready to drink (sweetened)e.g. sunny delight, umbongo, five alive",,,,0.7077582009390813,,SBERT,0.8561658,high juice drink concentrate no added sugar not blackcurrant,4,4
orange squash no added sugar diluted,"Orange squash, no added sugar, diluted",Cordials & squashes: reduced sugar or low calorie squashes,4.0,sweetened drink,,,,Keyword,,,,4.0
apple and blackcurrant squash no added sugar diluted,"Apple and blackcurrant squash, no added sugar, diluted",Cordials & squashes: reduced sugar or low calorie squashes,4.0,sweetened drink,,,,Keyword,,,,4.0
cheese and tomato pizza eg margherita,Cheese and tomato pizza (e.g. Margherita),Pizza,,,,0.5127958927311378,,SBERT,0.6921035,pizza with cheese and extra vegetables regular crust,1,1
mozzarella dippers / sticks,Mozzarella dippers / sticks,"Other cheese: edam, cheddar",,,,0.4892920481904162,,SBERT,0.63104355,cheese mozzarella,3,3
minestrone soup,Minestrone soup,Soups,,,4,0.8786846121503991,minestrone soup dried,TF-IDF,,,,4
orange squash no added sugar diluted,"Orange squash, no added sugar, diluted",Cordials & squashes: reduced sugar or low calorie squashes,4.0,sweetened drink,,,,Keyword,,,,4.0
choc ice,Choc ice,"Ice cream, ice cream desserts and lollies",,,,0.5240101110634232,,SBERT,0.8002049,choc ices non dairy or unspecified,4,4
cheese sandwich with white/malted bread,Cheese sandwich with white/malted bread,"Cheese dishes: macaroni cheese, cheese sauce",,,,0.5363582536034324,,SBERT,0.70219207,cheese sandwich,4,4
white bread,White bread,White bread/rolls,,,4,1.0000000000000002,bread white,TF-IDF,,,,4
orange squash no added sugar diluted,"Orange squash, no added sugar, diluted",Cordials & squashes: reduced sugar or low calorie squashes,4.0,sweetened drink,,,,Keyword,,,,4.0
corn snacks eg monster munch wotsits transformasnack,"Corn snacks (e.g. Monster Munch, Wotsits, Transform-A-Snack)","Non-potato snacks e.g. pretzels, tortilla crisps",,,,0.8208602135603909,,SBERT,0.88039494,corn based snacks eg monster munch wotsits transform a snack,4,4
twix chocolate & caramel biscuit fingers,Twix (chocolate & caramel biscuit fingers),"Chocolate: includes all plain, milk & white chocolate bars & coated bars e.g. caramels & wafers and full coated chocolate biscuits",4.0,snack item,,,,Keyword,,,,4.0
chocolate and nut spread eg nutella,Chocolate and nut spread (e.g Nutella),"Preserves and syrups: glace cherries, honey, jam, marmalade, lemon curd, marzipan, mincemeat, chocolate spread, ice cream topping",4.0,branded sweet spread,,,,Keyword,,,,4.0
sweet waffle grilled,"Sweet waffle, grilled","Other breads with >8g/100g fat: naan, chapatis (made with fat), fried papadums, croissants, fried bread",,,,0.6107305767984768,,SBERT,0.98303413,sweet waffles grilled,3,3
wrap/tortilla white,"Wrap/tortilla, white","Other breads <8g/100g fat: bagel, chapatis (made without fat), milk bread, grilled papadums, pitta, rye bread, soda, flour tortillas, crumpets",,,,0.6206111549079604,,SBERT,0.6851053,wholemeal wheat tortilla wraps,4,4
potato crisps eg walkers,Potato crisps (e.g. Walkers),Potato based crisps – full fat,,,,0.7985538892406345,,SBERT,0.7873174,potato crisps high oleic sunflower oil eg walkers,4,4
water from tap including hot water filtered water,"Water (from tap, including hot water, filtered water)",Water,1.0,water,,,,Keyword,,,,1.0
water from tap including hot water filtered water,"Water (from tap, including hot water, filtered water)",Water,1.0,water,,,,Keyword,,,,1.0
cheese and tomato pizza eg margherita,Cheese and tomato pizza (e.g. Margherita),Pizza,,,,0.5127958927311378,,SBERT,0.6921035,pizza with cheese and extra vegetables regular crust,1,1
twin pot yoghurt with coated cereal/crumble eg muller corner,"Twin pot yoghurt, with coated cereal/crumble (e.g. Muller Corner)",Whole milk yoghurt/fromage frais,,,,0.48105595449628885,,SBERT,0.783852,yogurt full fat twinpot with cereal crumble,4,4
luncheon meat not canned,"Luncheon meat, not canned",Bacon and ham,,,4,1.0,luncheon meat not canned,TF-IDF,,,,4
water from tap including hot water filtered water,"Water (from tap, including hot water, filtered water)",Water,1.0,water,,,,Keyword,,,,1.0
cucumber,Cucumber,"Other vegetables (excluding potato): carrots, green beans, pulses, cabbage, tomato base sauce, mushrooms, sweetcorn, stir fried vegetables, green salad",,,,0.8439401505448992,,SBERT,0.8401057,cucumber raw,1,1
