Descriptionen,Descriptionen_clean,NOVA_keyword,Keyword_reason,NOVA_tfidf,TFIDF_score,TFIDF_match,TFIDF_source,NOVA_sbert,SBERT_score,SBERT_match,SBERT_source,Model_disagree_flag,NOVA_disagree_flag,Decision_flag,NOVA_final,Matched_name,Final_source,Final_reason
"Orange juice, 100% fruit (e.g. Tropicana)","orange juice, 100% fruit (e.g. tropicana)",,,,,,,,0.7882722,fruit juice drink,,False,False,auto_accept,,,,Unmatched
Cheese sandwich with white/malted bread,cheese sandwich with white/malted bread,,,,,,,4,0.84936094,cheese sandwich,Giulia,False,False,auto_accept,4,cheese sandwich,Giulia,SBERT matched
Semi skimmed milk,semi skimmed milk,1.0,description: plain milk,,,,,,,,,False,False,auto_accept,1.0,,keyword,description: plain milk
Baked beans,baked beans,,,3,1.0,baked beans nfs,Giulia,,,,,False,False,auto_accept,3,,Giulia,TF-IDF matched
"Water (from tap, including hot water, filtered water)","water (from tap, including hot water, filtered water)",1.0,description: plain water (description),,,,,,,,,False,False,auto_accept,1.0,,keyword,description: plain water (description)
Semi skimmed milk,semi skimmed milk,1.0,description: plain milk,,,,,,,,,False,False,auto_accept,1.0,,keyword,description: plain milk
"Apple, skin eaten","apple, skin eaten",1.0,group: fruit (group),,,,,,,,,False,False,auto_accept,1.0,,keyword,group: fruit (group)
"Coated chicken pieces, fried","coated chicken pieces, fried",,,4,0.9138850893187518,coated chicken pieces takeaway,NDNS,,,,,False,False,auto_accept,4,,NDNS,TF-IDF matched
"Bottled mineral water, still or fizzy","bottled mineral water, still or fizzy",1.0,group: water (group),,,,,,,,,False,False,auto_accept,1.0,,keyword,group: water (group)
"Bottled mineral water, still or fizzy","bottled mineral water, still or fizzy",1.0,group: water (group),,,,,,,,,False,False,auto_accept,1.0,,keyword,group: water (group)
Cheese and tomato pizza (e.g. Margherita),cheese and tomato pizza (e.g. margherita),,,,,,,,0.76612186,pizza with triple cheese or cheese feast with or without tomato with any base retail,,False,False,auto_accept,,,,Unmatched
Banana bread/cake,banana bread/cake,,,3,0.9433236799574467,banana cake homemade,NDNS,,,,,False,False,auto_accept,3,,NDNS,TF-IDF matched
"Milk bread, white","milk bread, white",,,4,1.0,milk bread white,NDNS,,,,,False,False,auto_accept,4,,NDNS,TF-IDF matched
Thai fragrant rice,thai fragrant rice,,,4,0.9168041863123847,thai fragrant rice cooked,NDNS,,,,,False,False,auto_accept,4,,NDNS,TF-IDF matched
Skimmed milk,skimmed milk,1.0,description: plain milk,,,,,,,,,False,False,auto_accept,1.0,,keyword,description: plain milk
Thai fragrant rice,thai fragrant rice,,,4,0.9168041863123847,thai fragrant rice cooked,NDNS,,,,,False,False,auto_accept,4,,NDNS,TF-IDF matched
"Bottled mineral water, still or fizzy","bottled mineral water, still or fizzy",1.0,group: water (group),,,,,,,,,False,False,auto_accept,1.0,,keyword,group: water (group)
"Coated chicken pieces, fried","coated chicken pieces, fried",,,4,0.9138850893187518,coated chicken pieces takeaway,NDNS,,,,,False,False,auto_accept,4,,NDNS,TF-IDF matched
"Bottled mineral water, still or fizzy","bottled mineral water, still or fizzy",1.0,group: water (group),,,,,,,,,False,False,auto_accept,1.0,,keyword,group: water (group)
"Spaghetti bolognese, home made (pasta and sauce)","spaghetti bolognese, home made (pasta and sauce)",3.0,description: homemade,,,,,,,,,False,False,auto_accept,3.0,,keyword,description: homemade
Thai fragrant rice,thai fragrant rice,,,4,0.9168041863123847,thai fragrant rice cooked,NDNS,,,,,False,False,auto_accept,4,,NDNS,TF-IDF matched
"Coated chicken pieces, fried","coated chicken pieces, fried",,,4,0.9138850893187518,coated chicken pieces takeaway,NDNS,,,,,False,False,auto_accept,4,,NDNS,TF-IDF matched
Skimmed milk,skimmed milk,1.0,description: plain milk,,,,,,,,,False,False,auto_accept,1.0,,keyword,description: plain milk
"Spaghetti bolognese, home made (pasta and sauce)","spaghetti bolognese, home made (pasta and sauce)",3.0,description: homemade,,,,,,,,,False,False,auto_accept,3.0,,keyword,description: homemade
"Coated chicken pieces, fried","coated chicken pieces, fried",,,4,0.9138850893187518,coated chicken pieces takeaway,NDNS,,,,,False,False,auto_accept,4,,NDNS,TF-IDF matched
"Bottled mineral water, still or fizzy","bottled mineral water, still or fizzy",1.0,group: water (group),,,,,,,,,False,False,auto_accept,1.0,,keyword,group: water (group)
Hot dog/frankfurter,hot dog/frankfurter,,,4,0.9320316561161308,frankfurter wiener or hot dog nfs,Giulia,,,,,False,False,auto_accept,4,,Giulia,TF-IDF matched
"Bottled mineral water, still or fizzy","bottled mineral water, still or fizzy",1.0,group: water (group),,,,,,,,,False,False,auto_accept,1.0,,keyword,group: water (group)
Coca-Cola/Coke/Pepsi,coca-cola/coke/pepsi,,,,,,,,0.6232572,diet coke plus vitamins,,False,False,auto_accept,,,,Unmatched
Thai fragrant rice,thai fragrant rice,,,4,0.9168041863123847,thai fragrant rice cooked,NDNS,,,,,False,False,auto_accept,4,,NDNS,TF-IDF matched
"Coated chicken pieces, fried","coated chicken pieces, fried",,,4,0.9138850893187518,coated chicken pieces takeaway,NDNS,,,,,False,False,auto_accept,4,,NDNS,TF-IDF matched
"Tomato ketchup, reduced salt and sugar","tomato ketchup, reduced salt and sugar",4.0,description: processed ketchup,,,,,,,,,False,False,auto_accept,4.0,,keyword,description: processed ketchup
Pork casserole,pork casserole,,,,,,,3,0.9248961,pork steak casserole,NDNS,False,False,auto_accept,3,pork steak casserole,NDNS,SBERT matched
Semi skimmed milk,semi skimmed milk,1.0,description: plain milk,,,,,,,,,False,False,auto_accept,1.0,,keyword,description: plain milk
"Bottled mineral water, still or fizzy","bottled mineral water, still or fizzy",1.0,group: water (group),,,,,,,,,False,False,auto_accept,1.0,,keyword,group: water (group)
Thai fragrant rice,thai fragrant rice,,,4,0.9168041863123847,thai fragrant rice cooked,NDNS,,,,,False,False,auto_accept,4,,NDNS,TF-IDF matched
"Tomato ketchup, reduced salt and sugar","tomato ketchup, reduced salt and sugar",4.0,description: processed ketchup,,,,,,,,,False,False,auto_accept,4.0,,keyword,description: processed ketchup
"Bottled mineral water, still or fizzy","bottled mineral water, still or fizzy",1.0,group: water (group),,,,,,,,,False,False,auto_accept,1.0,,keyword,group: water (group)
"Instant noodles, flavoured (e.g. Maggi masala noodles/ Maggi chicken masala noodles/ Yippee noodles)","instant noodles, flavoured (e.g. maggi masala noodles/ maggi chicken masala noodles/ yippee noodles)",4.0,description: instant food,,,,,,,,,False,False,auto_accept,4.0,,keyword,description: instant food
Dolly mixtures / candy canes,dolly mixtures / candy canes,,,,,,,,0.6871375,dolly mixtures,,False,False,auto_accept,,,,Unmatched
"Coated chicken pieces, fried","coated chicken pieces, fried",,,4,0.9138850893187518,coated chicken pieces takeaway,NDNS,,,,,False,False,auto_accept,4,,NDNS,TF-IDF matched
Thai fragrant rice,thai fragrant rice,,,4,0.9168041863123847,thai fragrant rice cooked,NDNS,,,,,False,False,auto_accept,4,,NDNS,TF-IDF matched
"Beef burger/hamburger, in a bun, quarter pounder (homemade)","beef burger/hamburger, in a bun, quarter pounder (homemade)",3.0,description: homemade,,,,,,,,,False,False,auto_accept,3.0,,keyword,description: homemade
Processed cheese slices (e.g. individually wrapped for melting on burgers),processed cheese slices (e.g. individually wrapped for melting on burgers),,,,,,,,0.7597214,cheese processed slices or blocks,,False,False,auto_accept,,,,Unmatched
"Tomato ketchup, reduced salt and sugar","tomato ketchup, reduced salt and sugar",4.0,description: processed ketchup,,,,,,,,,False,False,auto_accept,4.0,,keyword,description: processed ketchup
"Milk bread, white","milk bread, white",,,4,1.0,milk bread white,NDNS,,,,,False,False,auto_accept,4,,NDNS,TF-IDF matched
"Bottled mineral water, still or fizzy","bottled mineral water, still or fizzy",1.0,group: water (group),,,,,,,,,False,False,auto_accept,1.0,,keyword,group: water (group)
"Bottled mineral water, still or fizzy","bottled mineral water, still or fizzy",1.0,group: water (group),,,,,,,,,False,False,auto_accept,1.0,,keyword,group: water (group)
"Bottled mineral water, still or fizzy","bottled mineral water, still or fizzy",1.0,group: water (group),,,,,,,,,False,False,auto_accept,1.0,,keyword,group: water (group)
"Bottled mineral water, still or fizzy","bottled mineral water, still or fizzy",1.0,group: water (group),,,,,,,,,False,False,auto_accept,1.0,,keyword,group: water (group)
Thai fragrant rice,thai fragrant rice,,,4,0.9168041863123847,thai fragrant rice cooked,NDNS,,,,,False,False,auto_accept,4,,NDNS,TF-IDF matched
Chocolate chip cookie,chocolate chip cookie,,,4,1.0000000000000002,cookie chocolate chip,Giulia,,,,,False,False,auto_accept,4,,Giulia,TF-IDF matched
Thai fragrant rice,thai fragrant rice,,,4,0.9168041863123847,thai fragrant rice cooked,NDNS,,,,,False,False,auto_accept,4,,NDNS,TF-IDF matched
"Milk bread, white","milk bread, white",,,4,1.0,milk bread white,NDNS,,,,,False,False,auto_accept,4,,NDNS,TF-IDF matched
"Bottled mineral water, still or fizzy","bottled mineral water, still or fizzy",1.0,group: water (group),,,,,,,,,False,False,auto_accept,1.0,,keyword,group: water (group)
Fried egg,fried egg,,,,,,,1,0.94582075,egg whole fried,Giulia,False,False,auto_accept,1,egg whole fried,Giulia,SBERT matched
"Vegetable chow mein, stir fry (with noodles)","vegetable chow mein, stir fry (with noodles)",,,,,,,1,0.83907276,noodles chow mein,Giulia,False,False,auto_accept,1,noodles chow mein,Giulia,SBERT matched
"Bottled mineral water, still or fizzy","bottled mineral water, still or fizzy",1.0,group: water (group),,,,,,,,,False,False,auto_accept,1.0,,keyword,group: water (group)
"Nailotika fish (Tilapia), fried","nailotika fish (tilapia), fried",,,,,,,,0.7107238,fish ns as to type battered fried,,False,False,auto_accept,,,,Unmatched
Chocolate and nut spread (e.g Nutella),chocolate and nut spread (e.g nutella),4.0,group: preserves (group),,,,,,,,,False,False,auto_accept,4.0,,keyword,group: preserves (group)
Banana bread/cake,banana bread/cake,,,3,0.9433236799574467,banana cake homemade,NDNS,,,,,False,False,auto_accept,3,,NDNS,TF-IDF matched
"Bottled mineral water, still or fizzy","bottled mineral water, still or fizzy",1.0,group: water (group),,,,,,,,,False,False,auto_accept,1.0,,keyword,group: water (group)
"Coated chicken pieces, fried","coated chicken pieces, fried",,,4,0.9138850893187518,coated chicken pieces takeaway,NDNS,,,,,False,False,auto_accept,4,,NDNS,TF-IDF matched
"Instant noodles, flavoured (e.g. Maggi masala noodles/ Maggi chicken masala noodles/ Yippee noodles)","instant noodles, flavoured (e.g. maggi masala noodles/ maggi chicken masala noodles/ yippee noodles)",4.0,description: instant food,,,,,,,,,False,False,auto_accept,4.0,,keyword,description: instant food
Thai fragrant rice,thai fragrant rice,,,4,0.9168041863123847,thai fragrant rice cooked,NDNS,,,,,False,False,auto_accept,4,,NDNS,TF-IDF matched
"Bottled mineral water, still or fizzy","bottled mineral water, still or fizzy",1.0,group: water (group),,,,,,,,,False,False,auto_accept,1.0,,keyword,group: water (group)
Fried egg,fried egg,,,,,,,1,0.94582075,egg whole fried,Giulia,False,False,auto_accept,1,egg whole fried,Giulia,SBERT matched
"Bottled mineral water, still or fizzy","bottled mineral water, still or fizzy",1.0,group: water (group),,,,,,,,,False,False,auto_accept,1.0,,keyword,group: water (group)
Banana bread/cake,banana bread/cake,,,3,0.9433236799574467,banana cake homemade,NDNS,,,,,False,False,auto_accept,3,,NDNS,TF-IDF matched
Soft scoop vanilla ice cream,soft scoop vanilla ice cream,4.0,description: processed dessert,,,,,,,,,False,False,auto_accept,4.0,,keyword,description: processed dessert
Cheese and tomato pizza (e.g. Margherita),cheese and tomato pizza (e.g. margherita),,,,,,,,0.76612186,pizza with triple cheese or cheese feast with or without tomato with any base retail,,False,False,auto_accept,,,,Unmatched
"Bottled mineral water, still or fizzy","bottled mineral water, still or fizzy",1.0,group: water (group),,,,,,,,,False,False,auto_accept,1.0,,keyword,group: water (group)
White bread,white bread,,,4,1.0,bread white soda,NDNS,,,,,False,False,auto_accept,4,,NDNS,TF-IDF matched
"Melon, canteloupe type","melon, canteloupe type",1.0,group: fruit (group),,,,,,,,,False,False,auto_accept,1.0,,keyword,group: fruit (group)
Hot dog/frankfurter,hot dog/frankfurter,,,4,0.9320316561161308,frankfurter wiener or hot dog nfs,Giulia,,,,,False,False,auto_accept,4,,Giulia,TF-IDF matched
Chocolate and nut spread (e.g Nutella),chocolate and nut spread (e.g nutella),4.0,group: preserves (group),,,,,,,,,False,False,auto_accept,4.0,,keyword,group: preserves (group)
"Bacon, unsmoked, fried (including fat)","bacon, unsmoked, fried (including fat)",,,,,,,3,0.8240435,bacon rashers streaky fried lean and fat,NDNS,False,False,auto_accept,3,bacon rashers streaky fried lean and fat,NDNS,SBERT matched
"Bottled mineral water, still or fizzy","bottled mineral water, still or fizzy",1.0,group: water (group),,,,,,,,,False,False,auto_accept,1.0,,keyword,group: water (group)
Thai fragrant rice,thai fragrant rice,,,4,0.9168041863123847,thai fragrant rice cooked,NDNS,,,,,False,False,auto_accept,4,,NDNS,TF-IDF matched
"Spaghetti bolognese, home made (pasta and sauce)","spaghetti bolognese, home made (pasta and sauce)",3.0,description: homemade,,,,,,,,,False,False,auto_accept,3.0,,keyword,description: homemade
"Bottled mineral water, still or fizzy","bottled mineral water, still or fizzy",1.0,group: water (group),,,,,,,,,False,False,auto_accept,1.0,,keyword,group: water (group)
White bread,white bread,,,4,1.0,bread white soda,NDNS,,,,,False,False,auto_accept,4,,NDNS,TF-IDF matched
"Bottled mineral water, still or fizzy","bottled mineral water, still or fizzy",1.0,group: water (group),,,,,,,,,False,False,auto_accept,1.0,,keyword,group: water (group)
"Bottled mineral water, still or fizzy","bottled mineral water, still or fizzy",1.0,group: water (group),,,,,,,,,False,False,auto_accept,1.0,,keyword,group: water (group)
"Spaghetti bolognese, home made (pasta and sauce)","spaghetti bolognese, home made (pasta and sauce)",3.0,description: homemade,,,,,,,,,False,False,auto_accept,3.0,,keyword,description: homemade
Coca-Cola/Coke/Pepsi,coca-cola/coke/pepsi,,,,,,,,0.6232572,diet coke plus vitamins,,False,False,auto_accept,,,,Unmatched
"Bacon, streaky, unsmoked, grilled","bacon, streaky, unsmoked, grilled",,,,,,,4,0.8487006,bacon rashers streaky grilled lean and fat,NDNS,False,False,auto_accept,4,bacon rashers streaky grilled lean and fat,NDNS,SBERT matched
Thai fragrant rice,thai fragrant rice,,,4,0.9168041863123847,thai fragrant rice cooked,NDNS,,,,,False,False,auto_accept,4,,NDNS,TF-IDF matched
"Yorkshire pudding, shop-bought (e.g. Aunt Bessie)","yorkshire pudding, shop-bought (e.g. aunt bessie)",,,,,,,,0.68221813,yorkshire pudding made with s skim milk and pufa,,False,False,auto_accept,,,,Unmatched
Thai fragrant rice,thai fragrant rice,,,4,0.9168041863123847,thai fragrant rice cooked,NDNS,,,,,False,False,auto_accept,4,,NDNS,TF-IDF matched
"Coated chicken pieces, fried","coated chicken pieces, fried",,,4,0.9138850893187518,coated chicken pieces takeaway,NDNS,,,,,False,False,auto_accept,4,,NDNS,TF-IDF matched
"Milk bread, white","milk bread, white",,,4,1.0,milk bread white,NDNS,,,,,False,False,auto_accept,4,,NDNS,TF-IDF matched
"Tomato ketchup, reduced salt and sugar","tomato ketchup, reduced salt and sugar",4.0,description: processed ketchup,,,,,,,,,False,False,auto_accept,4.0,,keyword,description: processed ketchup
