Descriptionen,Failure_reason
"Orange squash, no added sugar, diluted",No match found
"Orange squash, no added sugar, diluted",No match found
Twix (chocolate & caramel biscuit fingers),No match found
"Wrap/tortilla, white",No match found
Cheese and tomato pizza (e.g. Margherita),No match found
"Spaghetti/tagliatelle (pasta), white or tricolore",No match found
Twix (chocolate & caramel biscuit fingers),No match found
"Wrap/tortilla, white",No match found
"Oreos, including supermarket brands",No match found
Cadbury Fudge bar,No match found
McDonalds Cheeseburger,No match found
Cadbury Fudge bar,No match found
"Wrap/tortilla, white",No match found
Twix (chocolate & caramel biscuit fingers),No match found
"Wrap/tortilla, white",No match found
Cheese and tomato pizza (e.g. Margherita),No match found
"Oreos, including supermarket brands",No match found
Green/savoy cabbage,No match found
"Cereal bar, plain (e.g. Nature Valley)",No match found
"Yorkshire pudding, shop-bought (e.g. Aunt Bessie)",No match found
"Chicken pie, gravy based, slice from a large pie",No match found
Green/savoy cabbage,No match found
Vegetarian mince chilli (e.g. Quorn),No match found
Dough balls,No match found
"Meat pizza (e.g. Hawaiian, pepperoni, meat feast)",No match found
"Blackcurrant squash / juice, no added sugar, diluted",No match found
Vegetable crisps,No match found
Couscous (plain),No match found
Black pepper,No match found
"Yorkshire pudding, shop-bought (e.g. Aunt Bessie)",No match found
Cheese and tomato pizza (e.g. Margherita),No match found
"Fish marinated, dry (Masala fish)",No match found
Mini cheddars,No match found
Garlic/flavoured naan bread,No match found
"Sweetcorn / sweet corn, cooked",No match found
"Orange juice, 100% fruit (e.g. Tropicana)",No match found
"Fruit squash / juice, no added sugar, diluted",No match found
"Flavoured water, still or fizzy (with added sugar) (e.g. Volvic a touch of fruit)",No match found
"Chicken goujon/nugget/dipper, in breadcrumb or batter",No match found
Rice with minced mutton (Khasir kima et biryani),No match found
"Orange squash, no added sugar, diluted",No match found
"Orange squash, no added sugar, diluted",No match found
Cake bar with sultanas e.g. Mr kipling country slices,No match found
"Coco Pops/Snaps, supermarket brands",No match found
Passata (strained tomatoes),No match found
"Blackcurrant squash / juice, no added sugar, diluted",No match found
Egg mayo sandwich with white/malted bread,No match found
"Blackcurrant squash / juice, no added sugar, diluted",No match found
Rice and lentil porridge (Khichdi),No match found
"Chapati, wholemeal (brown)",No match found
Yellow lentils (Peeli dal),No match found
"Carrot salad, with onion and coconut",No match found
"Chapati, wholemeal (brown)",No match found
"Omelette, plain",No match found
Lentil and vegetable stew (Sambar/ sambhar),No match found
"Chapati, wholemeal (brown)",No match found
"Chapati, white",No match found
"Chapati, white",No match found
"Chapati, white",No match found
Cake slice with chocolate chip,No match found
"Twin pot yoghurt, with fruit (e.g. Muller Corner)",No match found
Cheese and tomato pizza (e.g. Margherita),No match found
"Apple and blackcurrant squash / juice, with ADDED SUGAR, diluted",No match found
"Chapati, white",No match found
Cheese and tomato pizza (e.g. Margherita),No match found
"Chicken kebab, roll or wrap, made with chickpea flour",No match found
7 up / Sprite,No match found
"Chapati, white",No match found
"Potato and pea burger, in a bun (Aloo tikki burger)",No match found
Coca-Cola/Coke/Pepsi,No match found
"Fruit squash / juice, with ADDED SUGAR, diluted",No match found
Garlic/flavoured naan bread,No match found
"Fruit squash / juice, with ADDED SUGAR, diluted",No match found
Coca-Cola/Coke/Pepsi,No match found
Chicken skewer,No match found
"Orange juice, 100% fruit (e.g. Tropicana)",No match found
"Oat milk/drink, flavoured (e.g. Alpro chocolate)",No match found
Bacon sandwich with wholemeal/oatmeal bread,No match found
"Coca-Cola/Coke/Pepsi, flavoured",No match found
"Oreos, including supermarket brands",No match found
Pop tart,No match found
"Oreos, including supermarket brands",No match found
Garlic/flavoured naan bread,No match found
"Orange squash, no added sugar, diluted",No match found
Cheese and tomato pizza (e.g. Margherita),No match found
Pom Bears (crisps),No match found
"Orange squash, no added sugar, diluted",No match found
"Blackcurrant squash / juice, no added sugar, diluted",No match found
"Orange squash, no added sugar, diluted",No match found
Pom Bears (crisps),No match found
"Orange squash, no added sugar, diluted",No match found
"Orange squash, no added sugar, diluted",No match found
"Orange squash, no added sugar, diluted",No match found
"Orange squash, no added sugar, diluted",No match found
"Orange squash, high juice, no added sugar, diluted",No match found
"Orange squash, no added sugar, diluted",No match found
"Orange squash, no added sugar, diluted",No match found
"Orange squash, no added sugar, diluted",No match found
"Orange squash, no added sugar, diluted",No match found
White chocolate bar (e.g. milky bar),No match found
"Orange squash, no added sugar, diluted",No match found
"Orange squash, no added sugar, diluted",No match found
Pom Bears (crisps),No match found
"Orange squash, no added sugar, diluted",No match found
"Orange squash, no added sugar, diluted",No match found
Pom Bears (crisps),No match found
"Orange squash, no added sugar, diluted",No match found
"Orange squash, no added sugar, diluted",No match found
"Orange squash, no added sugar, diluted",No match found
"Orange squash, no added sugar, diluted",No match found
"Orange squash, no added sugar, diluted",No match found
"Udon/ramen noodles (e.g. plain, not egg)",No match found
"Chips, french fries/fine cut, fried (from frozen)",No match found
"Beef stew/hotpot/hot pot, toddler meal (e.g. Heinz, Ella's kitchen)",No match found
"Udon/ramen noodles (e.g. plain, not egg)",No match found
"Orange juice, 100% fruit (e.g. Tropicana)",No match found
"Orange juice, 100% fruit (e.g. Tropicana)",No match found
"Orange juice, 100% fruit (e.g. Tropicana)",No match found
"Chicken goujon/nugget/dipper, in breadcrumb or batter",No match found
"Orange squash, no added sugar, diluted",No match found
Coca-Cola/Coke/Pepsi,No match found
,No match found
,No match found
"Spaghetti/tagliatelle (pasta), white or tricolore",No match found
"Orange /citrus/pineapple juice drink, ready to drink, no added sugar",No match found
,No match found
Lentil dahl/ curry (Masar daal gravy),No match found
"Chocolates filled, soft centres/caramel (e.g. Roses or Quality Street)",No match found
"Chapati, white",No match found
"Chapati, white",No match found
"Sesame seed balls, with peanut, coconut and jaggery (Thala boola)",No match found
"Flatbread / flat bread, flavoured (e.g. garlic)",No match found
"Chapati, white",No match found
Lamb and spinach curry (Palak gosht),No match found
Pringles,No match found
"Chocolates filled, soft centres/caramel (e.g. Roses or Quality Street)",No match found
"Chips, french fries/fine cut, fried (from frozen)",No match found
Sweet or savoury pancake,No match found
"Coco Pops/Snaps, supermarket brands",No match found
"Mixed fruit juice, 100% fruit (e.g. Tropicana)",No match found
Scotch pancake/drop scone,No match found
"Blackcurrant squash / juice, no added sugar, diluted",No match found
"Mixed fruit juice, 100% fruit (e.g. Tropicana)",No match found
"Orange juice, 100% fruit (e.g. Tropicana)",No match found
McDonalds Cheeseburger,No match found
Dough balls,No match found
"Coco Pops/Snaps, supermarket brands",No match found
"Apple and blackcurrant squash, no added sugar, diluted",No match found
Magnum classic or white,No match found
"Coco Pops/Snaps, supermarket brands",No match found
Cheese and tomato pizza (e.g. Margherita),No match found
Copy of Fruit yoghurt,No match found
"Blackcurrant squash / juice, no added sugar, diluted",No match found
"Orange juice, 100% fruit (e.g. Tropicana)",No match found
"Blackcurrant squash / juice, no added sugar, diluted",No match found
"Orange juice, 100% fruit (e.g. Tropicana)",No match found
"Vimto, still",No match found
"Chapati, white",No match found
Digestive biscuit,No match found
Walker Sensations crisps,No match found
"Orange juice, 100% fruit (e.g. Tropicana)",No match found
Cheesy mash,No match found
Tuna mayo sandwich with white/malted bread,No match found
"Vimto, still",No match found
"Orange squash, no added sugar, diluted",No match found
"Chips, french fries/fine cut, fried (from frozen)",No match found
"Hash browns, grilled / baked",No match found
7 up / Sprite,No match found
"Blackcurrant squash / juice, no added sugar, diluted",No match found
"White rice, soaked in water, with spices (Water rice/ Poitabhat/ Panta bhat/bhaat)",No match found
"Blackcurrant squash / juice, no added sugar, diluted",No match found
"Blackcurrant squash / juice, no added sugar, diluted",No match found
"Orange juice, 100% fruit (e.g. Tropicana)",No match found
Smarties,No match found
"Blackcurrant squash / juice, no added sugar, diluted",No match found
"Chapati, wholemeal (brown)",No match found
"Fruit squash / juice, no added sugar, diluted",No match found
Split bengal gram curry (Chana dal),No match found
"Fruit squash / juice, no added sugar, diluted",No match found
"Cheeseburger (including gourmet), in a bun, quarter pounder (restaurant/pub)",No match found
Lollipops (e.g. Chupa Chups),No match found
"Poppadum, fried (Fried papad)",No match found
Pom Bears (crisps),No match found
"Apple and blackcurrant squash, no added sugar, diluted",No match found
Semolina,No match found
Rosehip syrup (Sherbet),No match found
"Diet Coca-Cola, e.g. Coke Zero, Pepsi Max",No match found
"Ice lolly, juice-based (e.g. Fruit Pastilles)",No match found
"Ribena squash / juice , diluted, no added sugar",No match found
"Spaghetti/tagliatelle (pasta), white or tricolore",No match found
Tuna mayo sandwich with white/malted bread,No match found
"Flavoured water, still or fizzy (with added sugar) (e.g. Volvic a touch of fruit)",No match found
"Ribena squash / juice , diluted, no added sugar",No match found
"Bagel, wholemeal (brown)",No match found
"Ribena squash / juice, diluted, with ADDED SUGAR",No match found
"Tenderstem broccoli, cooked",No match found
Twix (chocolate & caramel biscuit fingers),No match found
"Mini sweetcorn (babycorn), cooked",No match found
Salmon en croute,No match found
"Ribena squash / juice , diluted, no added sugar",No match found
7 Up free / light,No match found
Light mayonnaise (e.g. Hellmans light),No match found
Robinson's fruit shoot juiced,No match found
Cheese and tomato pizza (e.g. Margherita),No match found
"Paratha, white",No match found
"Paratha, white",No match found
"Mango juice drink, ready to drink (e.g. Frooti)",No match found
"Paratha, white",No match found
"Paratha, white",No match found
"Diet Coca-Cola, e.g. Coke Zero, Pepsi Max",No match found
Lentil dahl/ curry (Masar daal gravy),No match found
"Orange juice, 100% fruit (e.g. Tropicana)",No match found
"Orange squash / juice, with ADDED SUGAR, diluted",No match found
Cheese and tomato pizza (e.g. Margherita),No match found
Digestive biscuit,No match found
"Orange juice, 100% fruit (e.g. Tropicana)",No match found
Cake slice with chocolate chip,No match found
"Chapati, white",No match found
"Chicken goujon/nugget/dipper, in breadcrumb or batter",No match found
"Orange squash / juice, with ADDED SUGAR, diluted",No match found
Cheese and tomato pizza (e.g. Margherita),No match found
"Orange juice, 100% fruit (e.g. Tropicana)",No match found
"Orange juice, 100% fruit (e.g. Tropicana)",No match found
"Orange juice, 100% fruit (e.g. Tropicana)",No match found
"50/50 bread (e.g. Kingsmill, Warburtons)",No match found
"50/50 bread (e.g. Kingsmill, Warburtons)",No match found
"Orange squash / juice, with ADDED SUGAR, diluted",No match found
"Custard, flavoured, ready to eat (e.g. Ambrosia chocolate custard)",No match found
"Orange squash, high juice, no added sugar, diluted",No match found
"Orange squash, no added sugar, diluted",No match found
"Rice porridge, with water, savoury",No match found
"Orange juice, 100% fruit (e.g. Tropicana)",No match found
Babybel cheese,No match found
"Mineral water, still or carbonated, flavoured, with artificial sweetener (e.g. Perfectly clear zero sugar",No match found
"Chocolates filled, soft centres/caramel (e.g. Roses or Quality Street)",No match found
Cheese and tomato pizza (e.g. Margherita),No match found
"Orange squash, no added sugar, diluted",No match found
"Orange squash, no added sugar, diluted",No match found
"Mineral water, still or carbonated, flavoured, with artificial sweetener (e.g. Perfectly clear zero sugar",No match found
"Orange squash, no added sugar, diluted",No match found
"Orange squash, no added sugar, diluted",No match found
"Orange squash, no added sugar, diluted",No match found
"Hash browns, grilled / baked",No match found
Copy of Fruit yoghurt,No match found
"Orange squash, no added sugar, diluted",No match found
Pom Bears (crisps),No match found
Omelette with ham & cheese,No match found
Pom Bears (crisps),No match found
