Descriptionen,NOVA_final_fallback,Fallback_source,Fallback_reason
"Blackcurrant squash / juice, no added sugar, diluted",4,NDNS,SBERT fallback
Egg mayo sandwich with white/malted bread,4,Giulia,SBERT fallback
"Blackcurrant squash / juice, no added sugar, diluted",4,NDNS,SBERT fallback
Rice and lentil porridge (Khichdi),3,NDNS,SBERT fallback
"Chapati, wholemeal (brown)",4,NDNS,SBERT fallback
Yellow lentils (Peeli dal),3,NDNS,SBERT fallback
"Carrot salad, with onion and coconut",1,Giulia,SBERT fallback
"Chapati, wholemeal (brown)",4,NDNS,SBERT fallback
"Omelette, plain",3,NDNS,SBERT fallback
Lentil and vegetable stew (Sambar/ sambhar),4,NDNS,SBERT fallback
"Chapati, wholemeal (brown)",4,NDNS,SBERT fallback
"Chapati, white",4,NDNS,SBERT fallback
"Chapati, white",4,NDNS,SBERT fallback
"Chapati, white",4,NDNS,SBERT fallback
Cake slice with chocolate chip,3,Giulia,SBERT fallback
"Twin pot yoghurt, with fruit (e.g. Muller Corner)",4,NDNS,SBERT fallback
Cheese and tomato pizza (e.g. Margherita),4,NDNS,SBERT fallback
"Apple and blackcurrant squash / juice, with ADDED SUGAR, diluted",1,NDNS,SBERT fallback
"Chapati, white",4,NDNS,SBERT fallback
Cheese and tomato pizza (e.g. Margherita),4,NDNS,SBERT fallback
"Chicken kebab, roll or wrap, made with chickpea flour",3,NDNS,SBERT fallback
"Chapati, white",4,NDNS,SBERT fallback
"Potato and pea burger, in a bun (Aloo tikki burger)",4,NDNS,SBERT fallback
Coca-Cola/Coke/Pepsi,4,NDNS,SBERT fallback
"Fruit squash / juice, with ADDED SUGAR, diluted",4,NDNS,SBERT fallback
Garlic/flavoured naan bread,4,NDNS,SBERT fallback
"Fruit squash / juice, with ADDED SUGAR, diluted",4,NDNS,SBERT fallback
Coca-Cola/Coke/Pepsi,4,NDNS,SBERT fallback
Chicken skewer,2,Giulia,SBERT fallback
"Orange juice, 100% fruit (e.g. Tropicana)",4,Giulia,SBERT fallback
"Oat milk/drink, flavoured (e.g. Alpro chocolate)",4,NDNS,SBERT fallback
Bacon sandwich with wholemeal/oatmeal bread,4,Giulia,SBERT fallback
"Coca-Cola/Coke/Pepsi, flavoured",4,Giulia,SBERT fallback
"Oreos, including supermarket brands",4,NDNS,SBERT fallback
Pop tart,4,NDNS,SBERT fallback
"Oreos, including supermarket brands",4,NDNS,SBERT fallback
Garlic/flavoured naan bread,4,NDNS,SBERT fallback
"Orange squash, no added sugar, diluted",1,Giulia,SBERT fallback
Cheese and tomato pizza (e.g. Margherita),4,NDNS,SBERT fallback
"Orange squash, no added sugar, diluted",1,Giulia,SBERT fallback
"Blackcurrant squash / juice, no added sugar, diluted",4,NDNS,SBERT fallback
"Orange squash, no added sugar, diluted",1,Giulia,SBERT fallback
"Orange squash, no added sugar, diluted",1,Giulia,SBERT fallback
"Orange squash, no added sugar, diluted",1,Giulia,SBERT fallback
"Orange squash, no added sugar, diluted",1,Giulia,SBERT fallback
"Orange squash, no added sugar, diluted",1,Giulia,SBERT fallback
"Orange squash, high juice, no added sugar, diluted",4,NDNS,SBERT fallback
"Orange squash, no added sugar, diluted",1,Giulia,SBERT fallback
"Orange squash, no added sugar, diluted",1,Giulia,SBERT fallback
"Orange squash, no added sugar, diluted",1,Giulia,SBERT fallback
"Orange squash, no added sugar, diluted",1,Giulia,SBERT fallback
White chocolate bar (e.g. milky bar),4,NDNS,SBERT fallback
"Orange squash, no added sugar, diluted",1,Giulia,SBERT fallback
"Orange squash, no added sugar, diluted",1,Giulia,SBERT fallback
"Orange squash, no added sugar, diluted",1,Giulia,SBERT fallback
"Orange squash, no added sugar, diluted",1,Giulia,SBERT fallback
"Orange squash, no added sugar, diluted",1,Giulia,SBERT fallback
"Orange squash, no added sugar, diluted",1,Giulia,SBERT fallback
"Orange squash, no added sugar, diluted",1,Giulia,SBERT fallback
"Orange squash, no added sugar, diluted",1,Giulia,SBERT fallback
"Orange squash, no added sugar, diluted",1,Giulia,SBERT fallback
"Udon/ramen noodles (e.g. plain, not egg)",3,Giulia,SBERT fallback
"Chips, french fries/fine cut, fried (from frozen)",4,NDNS,SBERT fallback
"Beef stew/hotpot/hot pot, toddler meal (e.g. Heinz, Ella's kitchen)",3,Giulia,SBERT fallback
"Udon/ramen noodles (e.g. plain, not egg)",3,Giulia,SBERT fallback
"Orange juice, 100% fruit (e.g. Tropicana)",4,Giulia,SBERT fallback
"Orange juice, 100% fruit (e.g. Tropicana)",4,Giulia,SBERT fallback
"Orange juice, 100% fruit (e.g. Tropicana)",4,Giulia,SBERT fallback
"Chicken goujon/nugget/dipper, in breadcrumb or batter",4,NDNS,SBERT fallback
"Orange squash, no added sugar, diluted",1,Giulia,SBERT fallback
Coca-Cola/Coke/Pepsi,4,NDNS,SBERT fallback
"Spaghetti/tagliatelle (pasta), white or tricolore",1,NDNS,SBERT fallback
"Orange /citrus/pineapple juice drink, ready to drink, no added sugar",4,Giulia,SBERT fallback
Lentil dahl/ curry (Masar daal gravy),4,NDNS,SBERT fallback
"Chocolates filled, soft centres/caramel (e.g. Roses or Quality Street)",4,NDNS,SBERT fallback
"Chapati, white",4,NDNS,SBERT fallback
"Chapati, white",4,NDNS,SBERT fallback
"Sesame seed balls, with peanut, coconut and jaggery (Thala boola)",4,NDNS,SBERT fallback
"Flatbread / flat bread, flavoured (e.g. garlic)",4,Giulia,SBERT fallback
"Chapati, white",4,NDNS,SBERT fallback
Lamb and spinach curry (Palak gosht),3,NDNS,SBERT fallback
"Chocolates filled, soft centres/caramel (e.g. Roses or Quality Street)",4,NDNS,SBERT fallback
"Chips, french fries/fine cut, fried (from frozen)",4,NDNS,SBERT fallback
Sweet or savoury pancake,1,Giulia,SBERT fallback
"Coco Pops/Snaps, supermarket brands",4,NDNS,SBERT fallback
"Mixed fruit juice, 100% fruit (e.g. Tropicana)",4,Giulia,SBERT fallback
Scotch pancake/drop scone,3,NDNS,SBERT fallback
"Blackcurrant squash / juice, no added sugar, diluted",4,NDNS,SBERT fallback
"Mixed fruit juice, 100% fruit (e.g. Tropicana)",4,Giulia,SBERT fallback
"Orange juice, 100% fruit (e.g. Tropicana)",4,Giulia,SBERT fallback
McDonalds Cheeseburger,4,NDNS,SBERT fallback
Dough balls,4,NDNS,SBERT fallback
"Coco Pops/Snaps, supermarket brands",4,NDNS,SBERT fallback
"Apple and blackcurrant squash, no added sugar, diluted",1,NDNS,SBERT fallback
"Coco Pops/Snaps, supermarket brands",4,NDNS,SBERT fallback
Cheese and tomato pizza (e.g. Margherita),4,NDNS,SBERT fallback
Copy of Fruit yoghurt,4,NDNS,SBERT fallback
"Blackcurrant squash / juice, no added sugar, diluted",4,NDNS,SBERT fallback
"Orange juice, 100% fruit (e.g. Tropicana)",4,Giulia,SBERT fallback
"Blackcurrant squash / juice, no added sugar, diluted",4,NDNS,SBERT fallback
"Orange juice, 100% fruit (e.g. Tropicana)",4,Giulia,SBERT fallback
"Chapati, white",4,NDNS,SBERT fallback
Digestive biscuit,4,NDNS,SBERT fallback
"Orange juice, 100% fruit (e.g. Tropicana)",4,Giulia,SBERT fallback
Tuna mayo sandwich with white/malted bread,4,NDNS,SBERT fallback
"Orange squash, no added sugar, diluted",1,Giulia,SBERT fallback
"Chips, french fries/fine cut, fried (from frozen)",4,NDNS,SBERT fallback
"Hash browns, grilled / baked",4,NDNS,SBERT fallback
"Blackcurrant squash / juice, no added sugar, diluted",4,NDNS,SBERT fallback
"White rice, soaked in water, with spices (Water rice/ Poitabhat/ Panta bhat/bhaat)",1,Giulia,SBERT fallback
"Blackcurrant squash / juice, no added sugar, diluted",4,NDNS,SBERT fallback
"Blackcurrant squash / juice, no added sugar, diluted",4,NDNS,SBERT fallback
"Orange juice, 100% fruit (e.g. Tropicana)",4,Giulia,SBERT fallback
"Blackcurrant squash / juice, no added sugar, diluted",4,NDNS,SBERT fallback
"Chapati, wholemeal (brown)",4,NDNS,SBERT fallback
"Fruit squash / juice, no added sugar, diluted",4,NDNS,SBERT fallback
Split bengal gram curry (Chana dal),3,NDNS,SBERT fallback
"Fruit squash / juice, no added sugar, diluted",4,NDNS,SBERT fallback
"Cheeseburger (including gourmet), in a bun, quarter pounder (restaurant/pub)",4,NDNS,SBERT fallback
"Poppadum, fried (Fried papad)",3,NDNS,SBERT fallback
"Apple and blackcurrant squash, no added sugar, diluted",1,NDNS,SBERT fallback
Semolina,4,NDNS,SBERT fallback
Rosehip syrup (Sherbet),4,NDNS,SBERT fallback
"Diet Coca-Cola, e.g. Coke Zero, Pepsi Max",4,NDNS,SBERT fallback
"Ice lolly, juice-based (e.g. Fruit Pastilles)",4,NDNS,SBERT fallback
"Ribena squash / juice , diluted, no added sugar",4,NDNS,SBERT fallback
"Spaghetti/tagliatelle (pasta), white or tricolore",1,NDNS,SBERT fallback
Tuna mayo sandwich with white/malted bread,4,NDNS,SBERT fallback
"Flavoured water, still or fizzy (with added sugar) (e.g. Volvic a touch of fruit)",4,NDNS,SBERT fallback
"Ribena squash / juice , diluted, no added sugar",4,NDNS,SBERT fallback
"Bagel, wholemeal (brown)",4,NDNS,SBERT fallback
"Ribena squash / juice, diluted, with ADDED SUGAR",4,NDNS,SBERT fallback
"Tenderstem broccoli, cooked",1,Giulia,SBERT fallback
Twix (chocolate & caramel biscuit fingers),4,NDNS,SBERT fallback
"Mini sweetcorn (babycorn), cooked",3,NDNS,SBERT fallback
Salmon en croute,4,NDNS,SBERT fallback
"Ribena squash / juice , diluted, no added sugar",4,NDNS,SBERT fallback
7 Up free / light,4,NDNS,TF-IDF fallback
Light mayonnaise (e.g. Hellmans light),4,NDNS,SBERT fallback
Robinson's fruit shoot juiced,4,NDNS,SBERT fallback
Cheese and tomato pizza (e.g. Margherita),4,NDNS,SBERT fallback
"Paratha, white",4,NDNS,SBERT fallback
"Paratha, white",4,NDNS,SBERT fallback
"Mango juice drink, ready to drink (e.g. Frooti)",1,NDNS,SBERT fallback
"Paratha, white",4,NDNS,SBERT fallback
"Paratha, white",4,NDNS,SBERT fallback
"Diet Coca-Cola, e.g. Coke Zero, Pepsi Max",4,NDNS,SBERT fallback
Lentil dahl/ curry (Masar daal gravy),4,NDNS,SBERT fallback
"Orange juice, 100% fruit (e.g. Tropicana)",4,Giulia,SBERT fallback
"Orange squash / juice, with ADDED SUGAR, diluted",4,NDNS,SBERT fallback
Cheese and tomato pizza (e.g. Margherita),4,NDNS,SBERT fallback
Digestive biscuit,4,NDNS,SBERT fallback
"Orange juice, 100% fruit (e.g. Tropicana)",4,Giulia,SBERT fallback
Cake slice with chocolate chip,3,Giulia,SBERT fallback
"Chapati, white",4,NDNS,SBERT fallback
"Chicken goujon/nugget/dipper, in breadcrumb or batter",4,NDNS,SBERT fallback
"Orange squash / juice, with ADDED SUGAR, diluted",4,NDNS,SBERT fallback
Cheese and tomato pizza (e.g. Margherita),4,NDNS,SBERT fallback
"Orange juice, 100% fruit (e.g. Tropicana)",4,Giulia,SBERT fallback
"Orange juice, 100% fruit (e.g. Tropicana)",4,Giulia,SBERT fallback
"Orange juice, 100% fruit (e.g. Tropicana)",4,Giulia,SBERT fallback
"50/50 bread (e.g. Kingsmill, Warburtons)",4,NDNS,SBERT fallback
"50/50 bread (e.g. Kingsmill, Warburtons)",4,NDNS,SBERT fallback
"Orange squash / juice, with ADDED SUGAR, diluted",4,NDNS,SBERT fallback
"Custard, flavoured, ready to eat (e.g. Ambrosia chocolate custard)",4,NDNS,SBERT fallback
"Orange squash, high juice, no added sugar, diluted",4,NDNS,SBERT fallback
"Orange squash, no added sugar, diluted",1,Giulia,SBERT fallback
"Rice porridge, with water, savoury",4,NDNS,SBERT fallback
"Orange juice, 100% fruit (e.g. Tropicana)",4,Giulia,SBERT fallback
Babybel cheese,4,Giulia,SBERT fallback
"Mineral water, still or carbonated, flavoured, with artificial sweetener (e.g. Perfectly clear zero sugar",4,NDNS,SBERT fallback
"Chocolates filled, soft centres/caramel (e.g. Roses or Quality Street)",4,NDNS,SBERT fallback
Cheese and tomato pizza (e.g. Margherita),4,NDNS,SBERT fallback
"Orange squash, no added sugar, diluted",1,Giulia,SBERT fallback
"Orange squash, no added sugar, diluted",1,Giulia,SBERT fallback
"Mineral water, still or carbonated, flavoured, with artificial sweetener (e.g. Perfectly clear zero sugar",4,NDNS,SBERT fallback
"Orange squash, no added sugar, diluted",1,Giulia,SBERT fallback
"Orange squash, no added sugar, diluted",1,Giulia,SBERT fallback
"Orange squash, no added sugar, diluted",1,Giulia,SBERT fallback
"Hash browns, grilled / baked",4,NDNS,SBERT fallback
Copy of Fruit yoghurt,4,NDNS,SBERT fallback
"Orange squash, no added sugar, diluted",1,Giulia,SBERT fallback
Omelette with ham & cheese,3,NDNS,SBERT fallback
"Wrap/tortilla, white",4,NDNS,SBERT fallback
Coca-Cola/Coke/Pepsi,4,NDNS,SBERT fallback
"Chapati, wholemeal (brown)",4,NDNS,SBERT fallback
"Udon/ramen noodles (e.g. plain, not egg)",3,Giulia,SBERT fallback
Cheese and tomato pizza (e.g. Margherita),4,NDNS,SBERT fallback
"Oreos, including supermarket brands",4,NDNS,SBERT fallback
Tuna mayo sandwich with white/malted bread,4,NDNS,SBERT fallback
"Chapati, white",4,NDNS,SBERT fallback
Weetabix Weetos,4,NDNS,SBERT fallback
Cheese and tomato pizza (e.g. Margherita),4,NDNS,SBERT fallback
"Chapati, white",4,NDNS,SBERT fallback
Cheese sandwich with wholemeal/oatmeal bread,4,NDNS,SBERT fallback
Mint chutney (Minchi sambola),4,NDNS,SBERT fallback
Cheese sandwich with wholemeal/oatmeal bread,4,NDNS,SBERT fallback
Rice with roasted split chickpeas (Chana dal pulao),1,Giulia,SBERT fallback
Green smoothie (e.g. kiwi and apple),3,NDNS,SBERT fallback
"Orange squash / juice, with ADDED SUGAR, diluted",4,NDNS,SBERT fallback
"Orange squash / juice, with ADDED SUGAR, diluted",4,NDNS,SBERT fallback
"Chicken goujon/nugget/dipper, in breadcrumb or batter",4,NDNS,SBERT fallback
"Orange squash / juice, with ADDED SUGAR, diluted",4,NDNS,SBERT fallback
"Fruit squash / juice, with ADDED SUGAR, diluted",4,NDNS,SBERT fallback
"Fruit squash / juice, with ADDED SUGAR, diluted",4,NDNS,SBERT fallback
"Fruit squash / juice, with ADDED SUGAR, diluted",4,NDNS,SBERT fallback
"Fruit squash / juice, with ADDED SUGAR, diluted",4,NDNS,SBERT fallback
"Fruit smoothie with added vitamins (e.g. Naked, super smoothie, protect/energise type)",4,Giulia,SBERT fallback
"Fruit squash / juice, with ADDED SUGAR, diluted",4,NDNS,SBERT fallback
"Fruit squash / juice, with ADDED SUGAR, diluted",4,NDNS,SBERT fallback
Cheese and tomato pizza (e.g. Margherita),4,NDNS,SBERT fallback
Green smoothie (e.g. kiwi and apple),3,NDNS,SBERT fallback
"Honey hoops cereal (cheerios), supermarket brands",4,NDNS,SBERT fallback
"Fruit squash / juice, with ADDED SUGAR, diluted",4,NDNS,SBERT fallback
Twister ice lolly,4,Giulia,SBERT fallback
"Honey hoops cereal (cheerios), supermarket brands",4,NDNS,SBERT fallback
Red berry fruit smoothie,4,NDNS,SBERT fallback
Red berry fruit smoothie,4,NDNS,SBERT fallback
"Blackcurrant squash / juice, with ADDED SUGAR, diluted",3,NDNS,SBERT fallback
"Fish pie, toddler meal (e.g. Little Dish, Annabel Karmel)",4,Giulia,SBERT fallback
Red berry fruit smoothie,4,NDNS,SBERT fallback
"Blackcurrant squash / juice, with ADDED SUGAR, diluted",3,NDNS,SBERT fallback
Mini cheddars,3,NDNS,SBERT fallback
"Brown sauce (e.g. HP, Daddies)",4,NDNS,SBERT fallback
Red berry fruit smoothie,4,NDNS,SBERT fallback
"Blackcurrant squash / juice, with ADDED SUGAR, diluted",3,NDNS,SBERT fallback
"Fruit squash / juice, with ADDED SUGAR, diluted",4,NDNS,SBERT fallback
Mayonnaise (e.g. Hellmans),4,Giulia,SBERT fallback
"Chicken goujon/nugget/dipper, in breadcrumb or batter",4,NDNS,SBERT fallback
Red berry fruit smoothie,4,NDNS,SBERT fallback
"Cranberry squash,  diluted",3,Giulia,SBERT fallback
"Fruit squash / juice, with ADDED SUGAR, diluted",4,NDNS,SBERT fallback
Ham sandwich with wholemeal/oatmeal bread,4,Giulia,SBERT fallback
"Spaghetti/pasta bolognese, toddler meal (e.g. Heinz, Cow & Gate)",4,NDNS,SBERT fallback
"Orange squash / juice, with ADDED SUGAR, diluted",4,NDNS,SBERT fallback
Sparkling apple juice drink (e.g. tango apple),1,Giulia,SBERT fallback
"Chicken burger/turkey burger, fried (no bun)",4,NDNS,SBERT fallback
"Orange juice, 100% fruit (e.g. Tropicana)",4,Giulia,SBERT fallback
"Orange juice, 100% fruit (e.g. Tropicana)",4,Giulia,SBERT fallback
"Blackcurrant squash / juice, no added sugar, diluted",4,NDNS,SBERT fallback
"Chicken and vegetable roll or wrap, made with chickpea flour (Shawarma)",4,NDNS,SBERT fallback
"Orange juice, 100% fruit (e.g. Tropicana)",4,Giulia,SBERT fallback
Coca-Cola/Coke/Pepsi,4,NDNS,SBERT fallback
"Curry sauce (Chip shop style, Heinz, Bisto etc)",4,NDNS,SBERT fallback
"Honey hoops cereal (cheerios), supermarket brands",4,NDNS,SBERT fallback
Utterly Butterly,4,NDNS,SBERT fallback
"Orange juice, 100% fruit (e.g. Tropicana)",4,Giulia,SBERT fallback
"Chicken burger/turkey burger, fried (no bun)",4,NDNS,SBERT fallback
"Apple and blackcurrant squash, no added sugar, diluted",1,NDNS,SBERT fallback
Red berry fruit smoothie,4,NDNS,SBERT fallback
"Pasta shapes, wholemeal",1,Giulia,SBERT fallback
Red berry fruit smoothie,4,NDNS,SBERT fallback
Cheese and tomato pizza (e.g. Margherita),4,NDNS,SBERT fallback
Iced lemon/angel cake slice (e.g. Mr Kipling),1,Giulia,SBERT fallback
"Orange juice, 100% fruit (e.g. Tropicana)",4,Giulia,SBERT fallback
Cheese and tomato pizza (e.g. Margherita),4,NDNS,SBERT fallback
"Apple and blackcurrant squash, no added sugar, diluted",1,NDNS,SBERT fallback
Red berry fruit smoothie,4,NDNS,SBERT fallback
"Blackcurrant squash / juice, no added sugar, diluted",4,NDNS,SBERT fallback
"Honey hoops cereal (cheerios), supermarket brands",4,NDNS,SBERT fallback
"Meat pizza (e.g. Hawaiian, pepperoni, meat feast)",4,Giulia,SBERT fallback
"Mixed fruit juice, 100% fruit (e.g. Tropicana)",4,Giulia,SBERT fallback
Decaf tea,1,NDNS,SBERT fallback
"Omelette, plain",3,NDNS,SBERT fallback
"Sweetcorn / sweet corn, canned",3,NDNS,SBERT fallback
"Broccoli, steamed/microwaved",1,NDNS,SBERT fallback
"Multivitamins (no minerals) (e.g. Tesco/Asda/Boots), tablet",NC,NDNS,SBERT fallback
"Broccoli, steamed/microwaved",1,NDNS,SBERT fallback
"Dark chocolate, high cocoa 70/85% (e.g. Green & Blacks)",4,NDNS,SBERT fallback
Omelette with ham & cheese,3,NDNS,SBERT fallback
"Dark chocolate, high cocoa 70/85% (e.g. Green & Blacks)",4,NDNS,SBERT fallback
"Broccoli, steamed/microwaved",1,NDNS,SBERT fallback
"Honey hoops cereal (cheerios), supermarket brands",4,NDNS,SBERT fallback
"Yorkshire pudding, shop-bought (e.g. Aunt Bessie)",3,NDNS,SBERT fallback
"Mineral water, still or carbonated, flavoured, with artificial sweetener (e.g. Perfectly clear zero sugar",4,NDNS,SBERT fallback
Yoghurt coated biscuit bar (e.g. Go Ahead Yoghurt break),4,NDNS,SBERT fallback
"Mineral water, still or carbonated, flavoured, with artificial sweetener (e.g. Perfectly clear zero sugar",4,NDNS,SBERT fallback
"Honey hoops cereal (cheerios), supermarket brands",4,NDNS,SBERT fallback
Yoghurt coated biscuit bar (e.g. Go Ahead Yoghurt break),4,NDNS,SBERT fallback
Cheese and tomato pizza (e.g. Margherita),4,NDNS,SBERT fallback
Yoghurt coated biscuit bar (e.g. Go Ahead Yoghurt break),4,NDNS,SBERT fallback
"Hash browns, grilled / baked",4,NDNS,SBERT fallback
"Honey hoops cereal (cheerios), supermarket brands",4,NDNS,SBERT fallback
Cheese and tomato pizza (e.g. Margherita),4,NDNS,SBERT fallback
"Honey hoops cereal (cheerios), supermarket brands",4,NDNS,SBERT fallback
"Chicken goujon/nugget/dipper, in breadcrumb or batter",4,NDNS,SBERT fallback
"Orange squash, no added sugar, diluted",1,Giulia,SBERT fallback
"Multigrain hoops (cheerios), supermarket brands",4,NDNS,SBERT fallback
Houmous/hummus,1,Giulia,SBERT fallback
Egg mayo sandwich with white/malted bread,4,Giulia,SBERT fallback
Mini cheddars,3,NDNS,SBERT fallback
Malt loaf (e.g. Soreen),4,NDNS,SBERT fallback
Spicy/sweet chilli chicken wrap,4,NDNS,SBERT fallback
"Flavoured water, still or fizzy (with added sugar) (e.g. Volvic a touch of fruit)",4,NDNS,SBERT fallback
Mayonnaise (e.g. Hellmans),4,Giulia,SBERT fallback
Malt loaf (e.g. Soreen),4,NDNS,SBERT fallback
"Orange squash, no added sugar, diluted",1,Giulia,SBERT fallback
"Oreos, including supermarket brands",4,NDNS,SBERT fallback
Malt loaf (e.g. Soreen),4,NDNS,SBERT fallback
"Orange squash, no added sugar, diluted",1,Giulia,SBERT fallback
"Coco Pops/Snaps, supermarket brands",4,NDNS,SBERT fallback
"Orange squash, no added sugar, diluted",1,Giulia,SBERT fallback
Cheese and tomato pizza (e.g. Margherita),4,NDNS,SBERT fallback
Pepperami or snack salami,4,NDNS,SBERT fallback
"Coco Pops/Snaps, supermarket brands",4,NDNS,SBERT fallback
Mozzarella dippers / sticks,4,NDNS,SBERT fallback
Mozzarella dippers / sticks,4,NDNS,SBERT fallback
"Coco Pops/Snaps, supermarket brands",4,NDNS,SBERT fallback
Cheese and tomato pizza (e.g. Margherita),4,NDNS,SBERT fallback
Pepperami or snack salami,4,NDNS,SBERT fallback
Mozzarella dippers / sticks,4,NDNS,SBERT fallback
